1	1	0	11	O	O
1	2	12	14	O	O
1	3	15	18	O	O
1	4	18	19	O	O
1	5	19	30	O	O
1	6	31	36	O	O
1	7	37	42	O	O
1	8	43	47	O	O
1	9	48	53	O	O
1	10	54	58	O	O
1	11	59	60	O	O
1	12	61	69	O	O
1	13	70	80	O	O
1	14	81	86	O	O
1	15	87	89	O	O
1	16	90	96	O	O
1	17	97	102	O	O
1	18	103	113	O	O
1	19	114	125	O	O
1	20	126	128	O	O
1	21	129	132	O	O
1	22	132	133	O	O
1	23	133	144	O	O
1	24	145	150	O	O
1	25	151	156	O	O
1	26	157	161	O	O
1	27	162	167	O	O
1	28	168	172	O	O
1	29	173	174	O	O
1	30	175	183	O	O
1	31	184	194	O	O
1	32	195	200	O	O
1	33	201	203	O	O
1	34	204	210	O	O
1	35	211	216	O	O
1	36	217	227	O	O
1	37	228	259	O	O
1	38	260	281	O	O
1	39	282	293	O	O
1	40	294	305	O	O
1	41	306	310	O	O
1	42	311	320	O	O
1	43	321	327	O	O
1	44	328	330	O	O
1	45	331	342	O	O
1	46	343	350	O	O
1	47	351	354	O	O
1	48	355	365	O	O
1	49	365	366	O	O
1	50	367	372	O	O
1	51	373	381	O	O
1	52	382	392	O	O
1	53	392	393	O	O
1	54	394	399	O	O
1	55	400	403	O	O
1	56	404	408	O	O
1	57	408	409	O	O
1	58	410	422	O	O
1	59	422	423	O	O
1	60	424	429	O	O
1	61	429	430	O	O
1	62	431	442	O	O
1	63	442	443	O	O
1	64	444	451	O	O
1	65	451	452	O	O
1	66	453	458	O	O
1	67	459	464	O	O
1	68	465	472	O	O
1	69	473	475	O	O
1	70	476	486	O	O
1	71	487	490	O	O
1	72	491	500	O	O
1	73	501	512	O	O
1	74	512	513	O	O
1	75	514	519	O	O
1	76	520	528	O	O
1	77	529	539	O	O
1	78	539	540	O	O
1	79	541	544	O	O
1	80	545	554	O	O
1	81	554	555	O	O
1	82	556	565	O	O
1	83	565	566	O	O
1	84	567	572	O	O
1	85	572	573	O	O
1	86	574	581	O	O
1	87	581	582	O	O
1	88	583	588	O	O
1	89	589	594	O	O
1	90	595	602	O	O
1	91	603	605	O	O
1	92	606	617	O	O
1	93	617	618	O	O
1	94	619	629	O	O
1	95	630	632	O	O
1	96	633	643	O	O
1	97	643	644	O	O
1	98	645	651	O	O
1	99	651	652	O	O
1	100	653	657	O	O
1	101	658	663	O	O
1	102	664	668	O	O
1	103	669	673	O	O
1	104	673	674	O	O
1	105	675	681	O	O
1	106	681	682	O	O
1	107	683	685	O	O
1	108	685	686	O	O
1	109	687	692	O	O
1	110	692	693	O	O
1	111	694	697	O	O
1	112	698	703	B-MATERIAL	B-support_material
1	113	704	712	I-MATERIAL	B-anode_material
1	114	713	718	I-MATERIAL	I-anode_material
1	115	718	719	I-MATERIAL	I-anode_material
1	116	719	728	I-MATERIAL	I-anode_material
1	117	729	733	O	O
1	118	733	734	O	O
1	119	734	738	O	O
1	120	739	743	B-DEVICE	B-device
1	121	744	749	I-DEVICE	I-device
1	122	750	756	O	O
1	123	757	758	O	O
1	124	759	775	B-VALUE	B-thickness
1	125	776	785	O	O
1	126	786	797	O	O
1	127	798	808	O	O
1	128	809	810	O	O
1	129	811	821	B-MATERIAL	B-electrolyte_material
1	130	821	822	I-MATERIAL	I-electrolyte_material
1	131	822	827	I-MATERIAL	I-electrolyte_material
1	132	828	833	I-MATERIAL	I-electrolyte_material
1	133	834	835	O	O
1	134	835	838	B-MATERIAL	O
1	135	838	839	O	O
1	136	840	845	O	O
1	137	846	849	O	O
1	138	850	852	O	O
1	139	853	859	B-MATERIAL	B-interlayer_material
1	140	859	860	I-MATERIAL	I-interlayer_material
1	141	860	870	I-MATERIAL	I-interlayer_material
1	142	871	879	I-MATERIAL	I-interlayer_material
1	143	880	881	O	O
1	144	881	884	B-MATERIAL	O
1	145	884	885	O	O
1	146	886	891	O	O
1	147	892	896	O	O
1	148	897	907	B-EXPERIMENT	B-experiment_evoking_word
1	149	908	911	O	O
1	150	912	929	O	O
1	151	930	943	B-EXPERIMENT	B-experiment_evoking_word
1	152	944	946	O	O
1	153	947	952	O	O
1	154	953	955	O	O
1	155	956	967	O	O
1	156	968	971	O	O
1	157	972	978	O	O
1	158	979	981	O	O
1	159	982	985	O	O
1	160	986	989	B-MATERIAL	O
1	161	990	1000	O	O
1	162	1001	1006	O	O
1	163	1006	1007	O	O
4	1	0	3	O	O
4	2	4	13	O	O
4	3	14	23	O	O
4	4	24	28	O	O
4	5	28	29	O	O
4	6	29	33	O	O
4	7	34	38	B-DEVICE	B-device
4	8	39	43	I-DEVICE	I-device
4	9	44	53	B-EXPERIMENT	B-experiment_evoking_word
4	10	54	55	O	O
4	11	56	69	O	O
4	12	70	76	O	O
4	13	77	81	O	O
4	14	82	89	O	O
4	15	90	97	O	O
4	16	98	100	O	O
4	17	101	114	O	O
4	18	115	119	B-VALUE	B-voltage
4	19	120	121	I-VALUE	I-voltage
4	20	122	130	B-EXPERIMENT	B-experiment_evoking_word
4	21	131	135	O	O
4	22	136	137	O	O
4	23	138	142	O	O
4	24	142	143	O	O
4	25	143	147	O	O
4	26	148	152	B-DEVICE	B-device
4	27	153	157	I-DEVICE	I-device
4	28	158	162	O	O
4	29	163	164	O	O
4	30	165	171	O	O
4	31	171	172	O	O
4	32	172	179	O	O
4	33	180	183	B-MATERIAL	B-electrolyte_material
4	34	184	195	O	O
4	35	196	197	O	O
4	36	197	210	O	O
4	37	211	214	B-VALUE	B-open_circuit_voltage
4	38	215	216	I-VALUE	I-open_circuit_voltage
4	39	216	217	O	O
4	40	217	218	O	O
5	1	0	6	O	O
5	2	7	12	O	O
5	3	13	23	O	O
5	4	24	34	O	O
5	5	35	40	O	O
5	6	41	45	O	O
5	7	45	46	O	O
5	8	46	50	O	O
5	9	51	56	O	O
5	10	57	62	O	O
5	11	63	67	O	O
5	12	68	72	O	O
5	13	73	79	O	O
5	14	79	80	O	O
5	15	80	90	O	O
5	16	91	99	O	O
5	17	100	110	O	O
5	18	110	111	O	O
5	19	111	116	O	O
5	20	117	122	O	O
5	21	123	129	O	O
5	22	130	138	O	O
5	23	139	144	O	O
5	24	145	155	O	O
5	25	156	161	B-DEVICE	B-device
5	26	162	167	I-DEVICE	I-device
5	27	168	172	I-DEVICE	I-device
5	28	173	178	I-DEVICE	I-device
5	29	179	180	I-DEVICE	I-device
5	30	180	185	I-DEVICE	I-device
5	31	185	186	O	O
5	32	187	195	O	O
5	33	196	203	B-EXPERIMENT	B-experiment_evoking_word
5	34	204	206	O	O
5	35	207	219	O	O
5	36	220	224	O	O
5	37	225	237	O	O
5	38	238	239	O	O
5	39	239	240	B-VALUE	B-working_temperature
5	40	240	243	I-VALUE	I-working_temperature
5	41	243	244	I-VALUE	I-working_temperature
5	42	244	245	I-VALUE	I-working_temperature
5	43	245	246	O	O
5	44	247	249	O	O
5	45	250	260	O	O
5	46	261	266	O	O
5	47	267	273	O	O
5	48	274	283	O	O
5	49	284	287	O	O
5	50	288	297	O	O
5	51	298	306	O	O
5	52	307	312	O	O
5	53	312	313	O	O
11	1	0	4	O	O
11	2	5	7	O	O
11	3	8	11	O	O
11	4	12	24	B-EXPERIMENT	B-experiment_evoking_word
11	5	25	29	O	O
11	6	30	31	O	O
11	7	32	36	B-DEVICE	B-device
11	8	37	41	I-DEVICE	I-device
11	9	42	51	O	O
11	10	52	53	O	O
11	11	54	65	B-VALUE	B-thickness
11	12	66	72	B-MATERIAL	B-electrolyte_material
11	13	72	73	I-MATERIAL	I-electrolyte_material
11	14	73	83	I-MATERIAL	I-electrolyte_material
11	15	84	92	I-MATERIAL	I-electrolyte_material
11	16	93	94	O	O
11	17	94	97	B-MATERIAL	O
11	18	97	98	O	O
11	19	99	102	O	O
11	20	103	111	B-EXPERIMENT	B-experiment_evoking_word
11	21	112	113	O	O
11	22	114	119	O	O
11	23	120	127	O	O
11	24	128	130	O	O
11	25	131	134	B-VALUE	B-power_density
11	26	135	137	I-VALUE	I-power_density
11	27	137	138	I-VALUE	I-power_density
11	28	138	141	I-VALUE	I-power_density
11	29	142	144	O	O
11	30	145	148	B-VALUE	B-working_temperature
11	31	148	149	I-VALUE	I-working_temperature
11	32	149	150	I-VALUE	I-working_temperature
11	33	151	155	O	O
11	34	155	156	O	O
11	35	157	162	O	O
11	36	163	169	O	O
11	37	170	172	O	O
11	38	173	176	O	O
11	39	177	189	B-EXPERIMENT	B-experiment_evoking_word
11	40	190	195	B-VALUE	B-power_density
11	41	196	198	I-VALUE	I-power_density
11	42	198	199	I-VALUE	I-power_density
11	43	199	202	I-VALUE	I-power_density
11	44	203	205	O	O
11	45	206	209	B-VALUE	B-working_temperature
11	46	209	210	I-VALUE	I-working_temperature
11	47	210	211	I-VALUE	I-working_temperature
11	48	212	216	O	O
11	49	217	218	O	O
11	50	219	231	B-VALUE	B-thickness
11	51	232	235	B-MATERIAL	B-electrolyte_material
11	52	235	236	I-MATERIAL	I-electrolyte_material
11	53	236	241	I-MATERIAL	I-electrolyte_material
11	54	242	246	B-DEVICE	B-device
11	55	247	251	I-DEVICE	I-device
11	56	252	256	O	O
11	57	256	257	O	O
15	1	0	3	O	O
15	2	4	8	O	O
15	3	9	15	O	O
15	4	15	16	O	O
15	5	17	21	O	O
15	6	22	29	O	O
15	7	30	34	O	O
15	8	35	39	O	O
15	9	40	49	B-EXPERIMENT	B-experiment_evoking_word
15	10	50	52	O	O
15	11	53	60	O	O
15	12	61	71	O	O
15	13	72	82	O	O
15	14	83	90	O	O
15	15	91	94	B-MATERIAL	O
15	16	95	99	O	O
15	17	100	102	O	O
15	18	103	110	O	O
15	19	111	113	O	O
15	20	114	122	O	O
15	21	122	123	O	O
15	22	123	131	O	O
15	23	132	137	O	O
15	24	138	140	O	O
15	25	141	144	O	O
15	26	145	151	O	O
15	27	152	159	O	O
15	28	159	160	O	O
16	1	0	3	O	O
16	2	4	6	O	O
16	3	7	10	O	O
16	4	11	23	B-EXPERIMENT	B-experiment_evoking_word
16	5	24	27	O	O
16	6	28	36	O	O
16	7	36	37	O	O
16	8	37	45	O	O
16	9	46	52	O	O
16	10	53	55	O	O
16	11	56	57	O	O
16	12	58	68	B-VALUE	B-thickness
16	13	69	72	B-MATERIAL	B-electrolyte_material
16	14	73	78	O	O
16	15	79	81	O	O
16	16	82	83	O	O
16	17	84	88	O	O
16	18	88	89	O	O
16	19	89	93	O	O
16	20	94	98	B-DEVICE	B-device
16	21	99	103	I-DEVICE	I-device
16	22	104	108	O	O
16	23	109	110	O	O
16	24	111	114	B-MATERIAL	B-electrolyte_material
16	25	114	115	I-MATERIAL	I-electrolyte_material
16	26	115	118	I-MATERIAL	I-electrolyte_material
16	27	119	128	O	O
16	28	129	140	O	O
16	29	141	145	O	O
16	30	145	146	O	O
19	1	0	8	O	O
19	2	8	9	O	O
19	3	10	15	O	O
19	4	16	18	O	O
19	5	19	22	O	O
19	6	23	35	B-EXPERIMENT	B-experiment_evoking_word
19	7	36	40	O	O
19	8	41	42	O	O
19	9	43	47	O	O
19	10	47	48	O	O
19	11	48	52	O	O
19	12	53	57	B-DEVICE	B-device
19	13	58	62	I-DEVICE	I-device
