SPAN	1	MATERIAL	1	808	821
SPAN	2	MATERIAL	1	863	874
SPAN	3	DEVICE	1	875	897
SPAN	4	DEVICE	1	899	904
SPAN	5	MATERIAL	2	8	61
SPAN	6	EXPERIMENT:current_exp	3	8	14
SPAN	7	MATERIAL	3	17	64
SPAN	8	MATERIAL	3	66	95
SPAN	9	MATERIAL	3	97	101
SPAN	10	DEVICE	3	108	112
SPAN	11	EXPERIMENT:current_exp	3	135	140
SPAN	12	MATERIAL	3	242	253
SPAN	13	VALUE	4	3	9
SPAN	14	MATERIAL	4	23	27
SPAN	15	EXPERIMENT:current_exp	4	28	34
SPAN	16	VALUE	4	67	78
SPAN	17	VALUE	4	116	120
SPAN	18	VALUE	4	125	136
SPAN	19	MATERIAL	4	143	145
SPAN	20	MATERIAL	4	150	153
SPAN	21	DEVICE	5	4	8
SPAN	22	EXPERIMENT:current_exp	5	9	17
SPAN	23	VALUE	5	77	87
SPAN	24	MATERIAL	10	25	36
SPAN	25	DEVICE	10	87	91
SPAN	26	MATERIAL	12	16	35
SPAN	27	MATERIAL	12	70	72
SPAN	28	EXPERIMENT:general_info	12	134	138
SPAN	29	MATERIAL	13	9	13
SPAN	30	EXPERIMENT:general_info	13	19	26
SPAN	31	DEVICE	14	99	103
SPAN	32	EXPERIMENT:general_info	14	137	144
SPAN	33	MATERIAL	15	52	64
SPAN	34	EXPERIMENT:previous_work	15	88	96
SPAN	35	DEVICE	15	143	147
SPAN	36	MATERIAL	15	176	191
SPAN	37	EXPERIMENT:previous_work	17	73	83
SPAN	38	MATERIAL	17	110	117
SPAN	39	MATERIAL	17	188	198
SPAN	40	EXPERIMENT:previous_work	17	218	226
SPAN	41	VALUE	17	251	261
SPAN	42	VALUE	17	265	273
SPAN	43	MATERIAL	19	8	42
SPAN	44	EXPERIMENT:general_info	19	58	66
SPAN	45	MATERIAL	19	219	230
SPAN	46	MATERIAL	21	74	98
SPAN	47	MATERIAL	21	100	104
SPAN	48	MATERIAL	21	109	130
SPAN	49	MATERIAL	21	132	136
