SPAN	1	EXPERIMENT:current_exp	2	8	14
SPAN	2	MATERIAL	2	17	63
SPAN	3	MATERIAL	2	64	85
SPAN	4	EXPERIMENT:current_exp	2	106	114
SPAN	5	MATERIAL	3	0	12
SPAN	6	EXPERIMENT:current_exp	3	13	16
SPAN	7	VALUE	3	68	73
SPAN	8	VALUE	3	78	89
SPAN	9	DEVICE	3	107	111
SPAN	10	VALUE	3	140	143
SPAN	11	VALUE	3	148	158
SPAN	12	MATERIAL	3	164	185
SPAN	13	MATERIAL	3	186	201
SPAN	14	DEVICE	3	202	211
SPAN	15	VALUE	3	215	218
SPAN	16	VALUE	3	223	229
SPAN	17	EXPERIMENT:current_exp	7	18	24
SPAN	18	MATERIAL	7	27	67
SPAN	19	EXPERIMENT:current_exp	7	76	86
SPAN	20	VALUE	7	108	120
SPAN	21	VALUE	9	40	50
SPAN	22	DEVICE	9	182	189
SPAN	23	MATERIAL	12	14	18
SPAN	24	EXPERIMENT:general_info	12	38	46
SPAN	25	VALUE	12	105	117
SPAN	26	MATERIAL	13	40	54
SPAN	27	MATERIAL	13	108	120
SPAN	28	EXPERIMENT:previous_work	13	163	171
SPAN	29	VALUE	13	254	266
SPAN	30	VALUE	13	271	281
SPAN	31	VALUE	13	285	288
SPAN	32	VALUE	13	293	299
SPAN	33	EXPERIMENT:previous_work	14	14	23
SPAN	34	MATERIAL	14	45	71
SPAN	35	VALUE	14	122	133
SPAN	36	VALUE	14	137	143
SPAN	37	MATERIAL	14	153	174
SPAN	38	EXPERIMENT:previous_work	14	189	194
SPAN	39	MATERIAL	15	34	58
SPAN	40	EXPERIMENT:previous_work	15	69	77
SPAN	41	VALUE	15	152	163
SPAN	42	VALUE	15	167	173
SPAN	43	MATERIAL	16	78	86
SPAN	44	MATERIAL	16	88	90
SPAN	45	MATERIAL	16	119	135
SPAN	46	MATERIAL	16	147	165
SPAN	47	MATERIAL	16	184	211
SPAN	48	EXPERIMENT:general_info	16	234	241
SPAN	49	VALUE	16	298	308
SPAN	50	EXPERIMENT:previous_work	18	44	53
SPAN	51	VALUE	18	226	232
SPAN	52	EXPERIMENT:current_exp	20	11	17
SPAN	53	DEVICE	20	129	136
SPAN	54	MATERIAL	20	145	166
SPAN	55	MATERIAL	20	168	172
SPAN	56	VALUE	20	255	267
SPAN	57	VALUE	21	13	18
SPAN	58	VALUE	21	23	34
SPAN	59	EXPERIMENT:current_exp	21	38	46
SPAN	60	VALUE	21	50	53
SPAN	61	VALUE	21	58	64
SPAN	62	MATERIAL	21	87	91
SPAN	63	DEVICE	21	117	121
SPAN	64	DEVICE	22	2	9
SPAN	65	MATERIAL	22	22	26
SPAN	66	EXPERIMENT:current_exp	22	35	43
SPAN	67	VALUE	22	64	68
SPAN	68	VALUE	22	73	84
SPAN	69	VALUE	22	88	91
SPAN	70	VALUE	22	96	102
SPAN	71	EXPERIMENT:current_exp	23	12	16
SPAN	72	MATERIAL	23	45	49
SPAN	73	MATERIAL	23	54	58
SPAN	74	MATERIAL	23	200	204
SPAN	75	EXPERIMENT:current_exp	31	48	58
SPAN	76	MATERIAL	31	79	83
SPAN	77	DEVICE	31	101	105
SPAN	78	VALUE	31	120	142
SPAN	79	MATERIAL	34	21	25
SPAN	80	MATERIAL	34	31	45
SPAN	81	MATERIAL	34	47	50
SPAN	82	MATERIAL	34	56	59
SPAN	83	EXPERIMENT:current_exp	34	77	85
SPAN	84	MATERIAL	34	168	172
SPAN	85	VALUE	34	245	253
SPAN	86	VALUE	34	258	261
SPAN	87	EXPERIMENT:current_exp	35	12	18
SPAN	88	MATERIAL	35	45	49
SPAN	89	MATERIAL	36	95	102
SPAN	90	VALUE	36	114	120
SPAN	91	EXPERIMENT:current_exp	37	10	15
SPAN	92	MATERIAL	37	25	29
SPAN	93	EXPERIMENT:current_exp	37	38	46
SPAN	94	VALUE	37	115	126
SPAN	95	VALUE	37	128	137
SPAN	96	VALUE	37	142	157
SPAN	97	VALUE	37	161	164
SPAN	98	VALUE	37	166	169
SPAN	99	VALUE	37	174	180
SPAN	100	MATERIAL	38	4	8
SPAN	101	EXPERIMENT:general_info	38	17	28
SPAN	102	VALUE	38	72	84
SPAN	103	MATERIAL	39	75	79
SPAN	104	EXPERIMENT:previous_work	39	88	90
SPAN	105	MATERIAL	39	130	155
SPAN	106	VALUE	39	159	165
SPAN	107	EXPERIMENT:previous_work	39	181	183
SPAN	108	MATERIAL	39	209	233
SPAN	109	VALUE	39	237	243
SPAN	110	MATERIAL	40	42	46
SPAN	111	EXPERIMENT:current_exp	40	75	80
SPAN	112	MATERIAL	40	125	141
SPAN	113	MATERIAL	40	143	148
SPAN	114	MATERIAL	40	151	167
SPAN	115	MATERIAL	40	169	174
SPAN	116	MATERIAL	40	177	193
SPAN	117	MATERIAL	40	195	200
SPAN	118	MATERIAL	40	206	222
SPAN	119	MATERIAL	40	224	229
SPAN	120	VALUE	40	299	310
SPAN	121	VALUE	40	312	323
SPAN	122	VALUE	40	325	334
SPAN	123	VALUE	40	349	364
SPAN	124	VALUE	40	393	399
SPAN	125	MATERIAL	41	63	67
SPAN	126	MATERIAL	41	100	105
SPAN	127	MATERIAL	41	128	133
SPAN	128	MATERIAL	41	156	161
SPAN	129	MATERIAL	41	187	192
SPAN	130	MATERIAL	42	23	27
SPAN	131	DEVICE	42	41	48
SPAN	132	EXPERIMENT:current_exp	42	53	62
SPAN	133	MATERIAL	42	69	75
SPAN	134	MATERIAL	42	76	79
SPAN	135	VALUE	42	81	87
SPAN	136	MATERIAL	42	90	94
SPAN	137	VALUE	42	96	102
SPAN	138	MATERIAL	42	131	137
SPAN	139	MATERIAL	42	138	141
SPAN	140	VALUE	42	143	149
SPAN	141	MATERIAL	42	152	156
SPAN	142	VALUE	42	158	164
SPAN	143	DEVICE	42	166	176
SPAN	144	VALUE	44	3	6
SPAN	145	VALUE	44	8	11
SPAN	146	VALUE	44	16	22
SPAN	147	VALUE	44	43	47
SPAN	148	VALUE	44	49	53
SPAN	149	VALUE	44	58	69
SPAN	150	EXPERIMENT:current_exp	44	74	82
SPAN	151	DEVICE	44	112	123
SPAN	152	MATERIAL	44	131	134
SPAN	153	VALUE	44	181	187
SPAN	154	VALUE	44	189	194
SPAN	155	VALUE	44	199	210
SPAN	156	EXPERIMENT:current_exp	45	74	77
SPAN	157	VALUE	45	78	84
SPAN	158	VALUE	45	86	91
SPAN	159	VALUE	45	96	107
SPAN	160	DEVICE	47	4	8
SPAN	161	EXPERIMENT:current_exp	47	13	21
SPAN	162	VALUE	47	54	58
SPAN	163	VALUE	47	60	64
SPAN	164	VALUE	47	69	79
SPAN	165	VALUE	47	83	86
SPAN	166	VALUE	47	88	91
SPAN	167	VALUE	47	96	102
SPAN	168	EXPERIMENT:current_exp	47	123	128
SPAN	169	MATERIAL	47	163	187
SPAN	170	VALUE	47	191	196
SPAN	171	VALUE	47	198	202
SPAN	172	VALUE	47	207	219
SPAN	173	MATERIAL	48	15	18
SPAN	174	EXPERIMENT:current_exp	48	66	73
SPAN	175	VALUE	48	77	82
SPAN	176	VALUE	48	84	89
SPAN	177	VALUE	48	94	105
SPAN	178	MATERIAL	48	160	163
SPAN	179	VALUE	48	165	171
SPAN	180	MATERIAL	49	41	44
SPAN	181	EXPERIMENT:current_exp	49	50	52
SPAN	182	MATERIAL	49	90	99
SPAN	183	EXPERIMENT:current_exp	49	106	111
SPAN	184	VALUE	49	112	117
SPAN	185	VALUE	49	119	124
SPAN	186	VALUE	49	129	140
SPAN	187	MATERIAL	50	122	125
SPAN	188	DEVICE	50	138	148
SPAN	189	EXPERIMENT:general_info	50	156	166
SPAN	190	VALUE	50	199	207
SPAN	191	MATERIAL	51	32	42
SPAN	192	DEVICE	51	43	52
SPAN	193	VALUE	51	77	88
SPAN	194	DEVICE	51	93	100
SPAN	195	VALUE	51	157	169
SPAN	196	MATERIAL	53	34	39
SPAN	197	MATERIAL	53	41	46
SPAN	198	MATERIAL	53	51	55
SPAN	199	EXPERIMENT:current_exp	53	75	85
SPAN	200	EXPERIMENT:current_exp	61	9	18
SPAN	201	MATERIAL	61	49	54
SPAN	202	MATERIAL	61	56	61
SPAN	203	MATERIAL	61	66	70
SPAN	204	VALUE	61	160	178
SPAN	205	EXPERIMENT:current_exp	68	125	133
SPAN	206	MATERIAL	68	138	142
SPAN	207	MATERIAL	68	152	157
SPAN	208	MATERIAL	68	162	167
SPAN	209	VALUE	75	156	162
SPAN	210	EXPERIMENT:current_exp	92	50	62
SPAN	211	DEVICE	92	71	82
SPAN	212	DEVICE	92	87	98
SPAN	213	MATERIAL	93	11	15
SPAN	214	DEVICE	93	33	37
SPAN	215	EXPERIMENT:current_exp	93	56	62
SPAN	216	VALUE	93	100	106
SPAN	217	EXPERIMENT:current_exp	94	17	20
SPAN	218	MATERIAL	96	47	51
SPAN	219	DEVICE	96	65	76
SPAN	220	VALUE	96	96	108
SPAN	221	MATERIAL	96	109	112
SPAN	222	EXPERIMENT:current_exp	96	130	136
SPAN	223	MATERIAL	96	146	150
SPAN	224	VALUE	96	167	172
SPAN	225	VALUE	96	199	204
SPAN	226	VALUE	96	208	214
SPAN	227	MATERIAL	99	50	71
SPAN	228	MATERIAL	99	73	77
SPAN	229	EXPERIMENT:current_exp	99	99	107
SPAN	230	DEVICE	99	172	179
SPAN	231	VALUE	99	231	236
SPAN	232	VALUE	99	241	252
SPAN	233	VALUE	99	256	259
SPAN	234	VALUE	99	264	270
SPAN	235	DEVICE	99	303	307
SPAN	236	EXPERIMENT:current_exp	100	32	40
SPAN	237	MATERIAL	100	54	58
SPAN	238	MATERIAL	101	52	56
SPAN	239	MATERIAL	101	58	74
SPAN	240	MATERIAL	101	76	81
SPAN	241	MATERIAL	101	87	103
SPAN	242	MATERIAL	101	105	110
SPAN	243	EXPERIMENT:current_exp	101	121	128
EXPERIMENT	1	1
	cathode_material	3
EXPERIMENT	2	6
	cathode_material	5
	resistance	7
	resistance	8
	device	9
	power_density	10
	power_density	11
	anode_material	12
	support_material	13
	device	14
	working_temperature	15
	working_temperature	16
EXPERIMENT	3	17
	cathode_material	18
EXPERIMENT	4	19
	working_temperature	20
EXPERIMENT	5	24
	cathode_material	23
	working_temperature	25
EXPERIMENT	6	28
	cathode_material	26
	cathode_material	27
	resistance	29
	resistance	30
	working_temperature	31
	working_temperature	32
EXPERIMENT	7	33
	cathode_material	34
	resistance	35
	working_temperature	36
EXPERIMENT	8	38
	cathode_material	37
EXPERIMENT	9	40
	cathode_material	39
	resistance	41
	working_temperature	42
EXPERIMENT	10	48
	cathode_material	43
	cathode_material	45
	cathode_material	46
	cathode_material	47
	working_temperature	49
EXPERIMENT	11	50
	working_temperature	51
EXPERIMENT	12	52
	device	53
	cathode_material	54
	working_temperature	56
EXPERIMENT	13	59
	resistance	57
	resistance	58
	working_temperature	60
	working_temperature	61
	cathode_material	62
	device	63
EXPERIMENT	14	66
	device	64
	cathode_material	65
	power_density	67
	power_density	68
	working_temperature	69
	working_temperature	70
EXPERIMENT	15	71
	cathode_material	72
	cathode_material	73
	cathode_material	74
EXPERIMENT	16	75
	cathode_material	76
	device	77
	working_temperature	78
EXPERIMENT	17	83
	cathode_material	79
	electrolyte_material	80
	electrolyte_material	82
EXPERIMENT	18	87
	cathode_material	88
EXPERIMENT	19	91
	cathode_material	92
EXPERIMENT	20	93
