SPAN	1	DEVICE	1	1128	1150
SPAN	2	MATERIAL	1	1215	1236
SPAN	3	MATERIAL	1	1238	1241
SPAN	4	EXPERIMENT:current_exp	1	1243	1246
SPAN	5	DEVICE	2	103	107
SPAN	6	EXPERIMENT:current_exp	2	108	117
SPAN	7	DEVICE	2	175	179
SPAN	8	VALUE	2	183	189
SPAN	9	DEVICE	2	322	344
SPAN	10	DEVICE	2	399	421
SPAN	11	DEVICE	2	423	431
SPAN	12	EXPERIMENT:general_info	2	439	444
SPAN	13	VALUE	2	540	547
SPAN	14	VALUE	2	554	566
SPAN	15	MATERIAL	10	53	56
SPAN	16	DEVICE	10	68	76
SPAN	17	EXPERIMENT:current_exp	10	112	121
SPAN	18	MATERIAL	11	0	4
SPAN	19	EXPERIMENT:current_exp	11	32	36
SPAN	20	VALUE	17	117	119
SPAN	21	VALUE	17	121	124
SPAN	22	VALUE	17	130	142
SPAN	23	DEVICE	17	147	152
SPAN	24	VALUE	17	160	172
SPAN	25	MATERIAL	17	177	180
SPAN	26	VALUE	17	197	208
SPAN	27	DEVICE	18	15	20
SPAN	28	EXPERIMENT:current_exp	18	21	30
SPAN	29	VALUE	18	68	75
SPAN	30	MATERIAL	18	127	130
SPAN	31	EXPERIMENT:current_exp	18	151	153
SPAN	32	VALUE	18	203	209
SPAN	33	DEVICE	19	41	47
SPAN	34	EXPERIMENT:current_exp	19	80	82
SPAN	35	DEVICE	19	112	118
SPAN	36	EXPERIMENT:current_exp	19	126	133
SPAN	37	VALUE	19	175	185
SPAN	38	DEVICE	19	207	213
SPAN	39	VALUE	19	215	226
SPAN	40	DEVICE	20	59	65
SPAN	41	VALUE	20	98	108
SPAN	42	EXPERIMENT:current_exp	20	110	112
SPAN	43	VALUE	21	57	73
SPAN	44	VALUE	21	99	110
SPAN	45	DEVICE	21	119	125
SPAN	46	EXPERIMENT:current_exp	21	126	129
SPAN	47	DEVICE	21	164	170
SPAN	48	EXPERIMENT:current_exp	23	39	47
SPAN	49	VALUE	23	51	57
SPAN	50	MATERIAL	23	74	77
SPAN	51	VALUE	23	93	95
SPAN	52	VALUE	23	101	104
SPAN	53	VALUE	23	109	121
SPAN	54	MATERIAL	23	164	166
SPAN	55	DEVICE	23	202	224
SPAN	56	DEVICE	23	242	248
SPAN	57	DEVICE	23	250	256
SPAN	58	DEVICE	23	261	267
SPAN	59	VALUE	23	276	288
SPAN	60	MATERIAL	23	318	344
SPAN	61	MATERIAL	23	346	349
SPAN	62	VALUE	23	367	378
SPAN	63	MATERIAL	23	420	422
SPAN	64	DEVICE	35	60	66
SPAN	65	EXPERIMENT:current_exp	35	67	70
SPAN	66	VALUE	35	81	86
SPAN	67	DEVICE	35	120	125
SPAN	68	EXPERIMENT:current_exp	37	57	61
SPAN	69	VALUE	37	62	73
SPAN	70	VALUE	37	78	89
SPAN	71	DEVICE	37	98	104
SPAN	72	DEVICE	37	109	115
SPAN	73	EXPERIMENT:current_exp	42	196	204
SPAN	74	DEVICE	42	213	219
SPAN	75	DEVICE	42	224	230
SPAN	76	EXPERIMENT:current_exp	52	66	68
SPAN	77	VALUE	52	69	72
SPAN	78	VALUE	52	77	87
SPAN	79	DEVICE	52	96	102
SPAN	80	DEVICE	52	107	113
SPAN	81	EXPERIMENT:current_exp	56	66	74
SPAN	82	VALUE	56	78	84
SPAN	83	VALUE	56	105	110
SPAN	84	DEVICE	56	119	125
SPAN	85	DEVICE	56	130	136
SPAN	86	VALUE	56	194	199
SPAN	87	DEVICE	56	208	214
SPAN	88	MATERIAL	75	38	41
SPAN	89	VALUE	75	88	94
SPAN	90	EXPERIMENT:general_info	75	147	151
SPAN	91	DEVICE	75	187	195
SPAN	92	EXPERIMENT:future_work	86	84	88
SPAN	93	MATERIAL	86	124	127
SPAN	94	DEVICE	86	139	147
EXPERIMENT	1	4
	device	1
	support_material	2
EXPERIMENT	2	6
	device	5
	device	7
EXPERIMENT	3	7
	working_temperature	8
EXPERIMENT	4	12
	device	9
	device	11
	power_density	13
	working_temperature	14
EXPERIMENT	5	17
	support_material	15
	device	16
EXPERIMENT	6	19
	support_material	18
EXPERIMENT	7	28
	device	27
	open_circuit_voltage	29
	electrolyte_material	30
EXPERIMENT	8	31
	open_circuit_voltage	32
EXPERIMENT	9	34
	device	33
	device	35
EXPERIMENT	10	36
	power_density	37
	device	38
	power_density	39
EXPERIMENT	11	42
	device	40
	current_density	41
EXPERIMENT	12	46
	current_density	43
	power_density	44
	device	45
	device	47
EXPERIMENT	13	48
	working_temperature	49
	support_material	50
	anode_material	54
	device	55
	electrolyte_material	60
	cathode_material	63
EXPERIMENT	14	65
	device	64
	voltage	66
	device	67
EXPERIMENT	15	68
	current_density	69
	current_density	70
	device	71
	device	72
EXPERIMENT	16	73
	device	74
	device	75
EXPERIMENT	17	76
	resistance	77
	resistance	78
	device	79
	device	80
EXPERIMENT	18	81
	working_temperature	82
	voltage	83
	device	84
	device	85
	open_circuit_voltage	86
	device	87
EXPERIMENT	19	90
	support_material	88
	device	91
EXPERIMENT	20	92
	support_material	93
	device	94
LINK	same_experiment	28	31
LINK	same_experiment	34	36
LINK	thickness	60	59
LINK	thickness	63	62
LINK	thickness	88	89
LINK	coreference	2	3
LINK	coreference	10	11
LINK	coreference	55	56
LINK	coreference	55	57
LINK	coreference	55	58
LINK	coreference	60	61
