SPAN	1	MATERIAL	4	82	92
SPAN	2	MATERIAL	7	47	55
SPAN	3	DEVICE	65	0	22
SPAN	4	DEVICE	65	24	29
SPAN	5	EXPERIMENT:general_info	65	35	40
SPAN	6	EXPERIMENT:general_info	65	70	74
SPAN	7	VALUE	65	99	122
SPAN	8	VALUE	83	305	316
SPAN	9	EXPERIMENT:previous_work	84	15	23
SPAN	10	MATERIAL	84	54	60
SPAN	11	MATERIAL	84	61	66
SPAN	12	DEVICE	84	94	99
SPAN	13	MATERIAL	139	93	95
SPAN	14	VALUE	139	131	137
SPAN	15	EXPERIMENT:previous_work	139	147	149
SPAN	16	VALUE	139	150	173
SPAN	17	EXPERIMENT:previous_work	163	10	18
SPAN	18	MATERIAL	163	38	53
SPAN	19	DEVICE	163	54	59
SPAN	20	VALUE	163	94	116
SPAN	21	EXPERIMENT:current_exp	163	122	127
SPAN	22	VALUE	163	180	186
SPAN	23	VALUE	352	65	71
SPAN	24	EXPERIMENT:previous_work	353	21	29
SPAN	25	DEVICE	353	49	54
SPAN	26	VALUE	353	58	64
SPAN	27	VALUE	353	79	101
SPAN	28	VALUE	353	108	122
SPAN	29	EXPERIMENT:previous_work	354	42	50
SPAN	30	VALUE	354	74	80
SPAN	31	MATERIAL	354	86	92
SPAN	32	VALUE	354	124	145
SPAN	33	MATERIAL	363	20	26
SPAN	34	EXPERIMENT:previous_work	363	31	39
SPAN	35	MATERIAL	363	103	111
SPAN	36	VALUE	364	3	9
SPAN	37	MATERIAL	364	20	28
SPAN	38	EXPERIMENT:previous_work	364	47	53
SPAN	39	VALUE	364	57	66
SPAN	40	VALUE	364	88	93
SPAN	41	EXPERIMENT:previous_work	365	13	21
SPAN	42	VALUE	365	42	51
SPAN	43	VALUE	366	3	9
SPAN	44	MATERIAL	366	24	26
SPAN	45	EXPERIMENT:previous_work	366	61	69
SPAN	46	VALUE	366	79	82
SPAN	47	VALUE	366	88	93
SPAN	48	MATERIAL	370	44	46
SPAN	49	MATERIAL	370	47	51
SPAN	50	MATERIAL	370	56	58
SPAN	51	MATERIAL	370	59	64
SPAN	52	MATERIAL	370	80	91
SPAN	53	EXPERIMENT:previous_work	370	129	138
SPAN	54	EXPERIMENT:previous_work	371	21	29
SPAN	55	VALUE	371	37	51
SPAN	56	VALUE	371	55	58
SPAN	57	VALUE	371	63	69
SPAN	58	MATERIAL	371	148	154
SPAN	59	EXPERIMENT:previous_work	378	11	18
SPAN	60	MATERIAL	378	41	48
SPAN	61	VALUE	378	58	64
SPAN	62	VALUE	378	90	95
SPAN	63	MATERIAL	378	101	104
SPAN	64	EXPERIMENT:previous_work	400	68	74
SPAN	65	VALUE	400	163	169
SPAN	66	VALUE	400	209	211
SPAN	67	VALUE	400	216	226
SPAN	68	EXPERIMENT:previous_work	400	248	257
SPAN	69	VALUE	400	338	349
SPAN	70	MATERIAL	402	21	36
SPAN	71	DEVICE	402	37	42
SPAN	72	EXPERIMENT:previous_work	402	57	63
SPAN	73	VALUE	402	157	168
SPAN	74	MATERIAL	402	201	203
SPAN	75	MATERIAL	402	214	219
SPAN	76	MATERIAL	405	88	90
SPAN	77	EXPERIMENT:previous_work	405	92	98
SPAN	78	VALUE	405	162	173
SPAN	79	EXPERIMENT:previous_work	462	16	24
SPAN	80	VALUE	462	65	71
SPAN	81	VALUE	462	122	128
SPAN	82	MATERIAL	462	145	152
SPAN	83	MATERIAL	462	165	169
SPAN	84	MATERIAL	462	170	191
SPAN	85	DEVICE	462	192	196
SPAN	86	VALUE	466	17	23
SPAN	87	MATERIAL	466	29	35
SPAN	88	EXPERIMENT:previous_work	466	42	48
SPAN	89	MATERIAL	468	4	10
SPAN	90	EXPERIMENT:previous_work	468	17	23
SPAN	91	MATERIAL	472	18	24
SPAN	92	MATERIAL	472	42	63
SPAN	93	DEVICE	472	64	68
