1	0	0	733
2	0	734	876
3	0	877	1015
4	0	1016	1145
5	0	1146	1313
6	0	1314	1513
7	0	1514	1802
8	0	1803	2059
9	0	2060	2297
10	0	2298	2740
11	0	2741	2886
12	0	2887	3085
13	0	3086	3273
14	0	3274	3467
15	0	3468	3599
16	0	3600	3812
17	0	3813	3957
18	0	3958	4083
19	0	4084	4162
20	0	4163	4328
21	0	4329	4417
22	0	4418	4517
23	0	4518	4649
24	0	4650	4814
25	0	4815	4933
26	0	4934	5256
27	0	5257	5384
28	0	5385	5501
29	0	5502	5682
30	0	5683	5867
31	0	5868	5950
32	0	5951	6170
33	0	6171	6241
34	0	6242	6428
35	0	6429	6576
36	0	6577	6784
37	0	6785	6860
38	0	6861	7040
39	0	7041	7130
40	0	7131	7309
41	0	7310	7648
42	0	7649	7814
43	0	7815	7979
44	0	7980	8166
45	0	8167	8287
46	0	8288	8441
47	0	8442	8572
48	0	8573	8697
49	0	8698	8798
50	0	8799	8983
51	0	8984	9096
52	0	9097	9205
53	0	9206	9397
54	0	9398	9537
55	0	9538	9643
56	0	9644	9777
57	0	9778	9893
58	0	9894	9965
59	0	9966	10035
60	0	10036	10119
61	0	10120	10197
62	0	10198	10353
63	0	10354	10508
64	0	10509	10619
65	0	10620	10869
66	0	10870	11033
67	0	11034	11164
68	0	11165	11305
69	0	11306	11456
70	0	11457	11599
71	0	11600	11644
72	0	11645	11863
73	0	11864	12025
74	0	12026	12128
75	0	12129	12259
76	0	12260	12355
77	0	12356	12497
78	0	12498	12553
79	0	12554	12692
80	0	12693	12805
81	0	12806	12922
82	0	12923	13050
83	0	13051	13190
84	0	13191	13304
85	0	13305	13384
86	0	13385	13468
87	0	13469	13667
88	0	13668	13768
89	0	13769	13985
90	0	13986	14105
91	0	14106	14171
92	0	14172	14285
93	0	14286	14401
94	0	14402	14540
95	0	14541	14674
96	0	14675	14757
97	0	14758	14893
98	0	14894	15025
99	0	15026	15202
100	0	15203	15335
101	0	15336	15454
102	0	15455	15565
103	0	15566	15765
104	0	15766	15842
105	0	15843	16062
106	0	16063	16313
107	0	16314	16383
108	0	16384	16555
109	0	16556	16646
110	0	16647	16744
111	0	16745	16854
112	0	16855	17067
113	0	17068	17190
114	0	17191	17401
115	0	17402	17555
116	0	17556	17716
117	0	17717	17815
118	0	17816	17902
119	0	17903	18002
120	0	18003	18238
121	0	18239	18404
122	0	18405	18535
123	0	18536	18684
124	0	18685	18892
125	0	18893	18988
126	0	18989	19223
127	0	19224	19363
128	0	19364	19473
129	0	19474	19615
130	0	19616	19695
131	0	19696	19789
132	0	19790	19988
133	0	19989	20138
134	0	20139	20237
135	0	20238	20376
136	0	20377	20565
137	0	20566	20666
138	0	20667	20783
139	0	20784	20874
140	0	20875	21077
141	0	21078	21257
142	0	21258	21317
143	0	21318	21427
144	0	21428	21631
145	0	21632	21852
146	0	21853	22004
147	0	22005	22068
148	0	22069	22260
149	0	22261	22372
150	0	22373	22482
151	0	22483	22619
152	0	22620	22790
153	0	22791	22926
154	0	22927	23160
155	0	23161	23351
156	0	23352	23484
157	0	23485	23657
158	0	23658	23761
159	0	23762	23929
160	0	23930	24018
161	0	24019	24146
162	0	24147	24207
163	0	24208	24378
164	0	24379	24490
165	0	24491	24583
166	0	24584	24677
167	0	24678	24781
168	0	24782	24964
169	0	24965	25112
170	0	25113	25251
171	0	25252	25320
172	0	25321	25592
173	0	25593	25760
174	0	25761	25872
175	0	25873	26039
176	0	26040	26166
177	0	26167	26298
178	0	26299	26372
179	0	26373	26538
180	0	26539	26648
181	0	26649	26773
182	0	26774	26884
183	0	26885	27040
184	0	27041	27116
185	0	27117	27222
186	0	27223	27432
187	0	27433	27531
188	0	27532	27759
189	0	27760	27916
190	0	27917	28062
191	0	28063	28286
192	0	28287	28561
193	0	28562	28632
194	0	28633	28788
195	0	28789	28964
196	0	28965	29172
197	0	29173	29362
198	0	29363	29594
199	0	29595	29621
200	0	29622	29717
201	0	29718	29961
202	0	29962	30147
203	0	30148	30279
204	0	30280	30511
205	0	30512	30742
206	0	30743	30843
207	0	30844	31071
208	0	31072	31206
209	0	31207	31447
210	0	31448	31538
211	0	31539	31680
212	0	31681	32055
213	0	32056	32218
214	0	32219	32530
215	0	32531	32590
216	0	32591	32741
217	0	32742	32895
218	0	32896	32999
219	0	33000	33343
220	0	33344	33456
221	0	33457	33619
222	0	33620	33835
223	0	33836	33921
224	0	33922	34020
225	0	34021	34132
226	0	34133	34234
227	0	34235	34414
228	0	34415	34531
229	0	34532	34657
230	0	34658	34837
231	0	34838	34980
232	0	34981	35056
233	0	35057	35182
234	0	35183	35301
235	0	35302	35458
236	0	35459	35872
237	0	35873	36019
238	0	36020	36109
239	0	36110	36222
240	0	36223	36541
241	0	36542	36739
242	0	36740	36802
243	0	36803	36949
244	0	36950	37074
245	0	37075	37162
246	0	37163	37368
247	0	37369	37550
248	0	37551	37697
249	0	37698	37806
250	0	37807	37892
251	0	37893	37998
252	0	37999	38112
253	0	38113	38141
254	0	38142	38323
255	0	38324	38418
256	0	38419	38767
257	0	38768	38974
258	0	38975	39145
259	0	39146	39403
260	0	39404	39626
261	0	39627	39709
262	0	39710	39891
263	0	39892	40000
264	0	40001	40250
265	0	40251	40440
266	0	40441	40526
267	0	40527	40719
268	0	40720	40899
269	0	40900	41092
270	0	41093	41364
271	0	41365	41516
272	0	41517	41675
273	0	41676	42217
274	0	42218	42348
275	0	42349	42504
276	0	42505	42667
277	0	42668	42852
278	0	42853	43043
279	0	43044	43236
280	0	43237	43465
281	0	43466	43652
282	0	43653	43820
283	0	43821	43995
284	0	43996	44133
285	0	44134	44275
286	0	44276	44492
287	0	44493	44642
288	0	44643	44797
289	0	44798	44995
290	0	44996	45100
291	0	45101	45197
292	0	45198	45398
293	0	45399	45501
294	0	45502	45612
295	0	45613	45755
296	0	45756	45916
297	0	45917	46101
298	0	46102	46234
299	0	46235	46348
300	0	46349	46436
301	0	46437	46615
302	0	46616	46793
303	0	46794	46890
304	0	46891	47101
305	0	47102	47344
306	0	47345	47528
307	0	47529	47663
308	0	47664	47828
309	0	47829	47935
310	0	47936	47998
311	0	47999	48110
312	0	48111	48307
313	0	48308	48497
314	0	48498	48667
315	0	48668	48897
316	0	48898	49145
317	0	49146	49395
318	0	49396	49627
319	0	49628	49758
320	0	49759	49872
321	0	49873	49992
322	0	49993	50072
323	0	50073	50142
324	0	50143	50374
325	0	50375	50609
326	0	50610	50782
327	0	50783	50956
328	0	50957	51034
329	0	51035	51164
330	0	51165	51300
331	0	51301	51476
332	0	51477	51613
333	0	51614	51824
334	0	51825	51961
335	0	51962	52128
336	0	52129	52341
337	0	52342	52609
338	0	52610	52798
339	0	52799	52997
340	0	52998	53151
341	0	53152	53284
342	0	53285	53593
343	0	53594	53745
344	0	53746	53977
345	0	53978	54101
346	0	54102	54338
347	0	54339	54455
348	0	54456	54538
349	0	54539	54660
350	0	54661	54831
351	0	54832	54983
352	0	54984	55115
353	0	55116	55241
354	0	55242	55352
355	0	55353	55502
356	0	55503	55692
357	0	55693	55909
358	0	55910	56067
359	0	56068	56191
360	0	56192	56316
361	0	56317	56556
362	0	56557	56632
363	0	56633	56846
364	0	56847	56947
365	0	56948	57038
366	0	57039	57219
367	0	57220	57478
368	0	57479	57597
369	0	57598	57713
370	0	57714	57831
371	0	57832	58041
372	0	58042	58152
373	0	58153	58274
374	0	58275	58490
375	0	58491	58612
376	1	58613	58824
377	0	58825	58946
378	0	58947	59086
379	1	59087	59240
380	1	59241	59338
381	1	59339	59491
382	1	59492	59633
383	0	59634	59770
384	0	59771	59920
385	0	59921	60118
386	1	60119	60229
387	1	60230	60476
388	1	60477	60655
389	0	60656	60844
390	0	60845	60926
391	0	60927	61140
392	0	61141	61241
393	0	61242	61417
394	0	61418	61555
395	0	61556	61831
396	0	61832	62038
397	0	62039	62164
398	0	62165	62271
399	0	62272	62371
400	0	62372	62546
401	0	62547	62622
402	0	62623	62714
403	0	62715	62886
404	0	62887	63004
405	0	63005	63284
406	0	63285	63368
407	0	63369	63480
408	0	63481	63614
409	0	63615	63808
410	0	63809	63972
411	0	63973	64153
412	0	64154	64329
413	0	64330	64522
414	0	64523	64689
415	0	64690	64867
416	0	64868	65131
417	0	65132	65309
418	0	65310	65452
419	0	65453	65607
420	0	65608	65737
421	0	65738	66051
422	0	66052	66181
423	0	66182	66300
424	0	66301	66435
425	0	66436	66568
426	0	66569	66673
427	0	66674	66772
428	0	66773	66901
429	0	66902	67035
430	0	67036	67155
431	0	67156	67323
432	0	67324	67480
433	0	67481	67610
434	0	67611	67728
435	0	67729	67923
436	0	67924	68020
437	0	68021	68225
438	0	68226	68396
439	0	68397	68564
440	0	68565	68809
441	0	68810	68898
442	0	68899	69031
443	0	69032	69141
444	0	69142	69326
445	0	69327	69583
446	0	69584	69764
447	0	69765	69928
448	0	69929	70173
449	0	70174	70462
450	0	70463	70626
451	0	70627	70727
452	0	70728	70903
453	0	70904	71036
454	0	71037	71223
455	0	71224	71455
456	0	71456	71718
457	0	71719	71887
458	0	71888	72140
459	0	72141	72281
460	0	72282	72485
461	0	72486	72659
462	0	72660	72809
463	0	72810	72932
464	0	72933	73101
465	0	73102	73302
466	0	73303	73470
467	0	73471	73660
468	0	73661	73766
469	0	73767	74016
470	0	74017	74190
471	0	74191	74355
472	0	74356	74453
473	0	74454	74661
474	0	74662	74732
475	0	74733	74786
476	0	74787	74901
477	0	74902	75096
478	0	75097	75310
479	0	75311	75472
480	0	75473	75563
481	0	75564	75768
482	0	75769	75909
483	0	75910	75996
484	0	75997	76018
485	0	76019	76246
486	0	76247	76429
487	0	76430	76571
488	0	76572	76703
489	0	76704	76807
490	0	76808	76984
491	0	76985	77126
492	0	77127	77222
493	0	77223	77538
494	0	77539	77728
495	0	77729	77880
496	0	77881	78121
497	0	78122	78263
498	0	78264	78428
499	0	78429	78499
500	0	78500	78591
501	0	78592	78706
502	0	78707	78987
503	0	78988	79287
504	0	79288	79580
505	0	79581	79817
506	0	79818	79945
507	0	79946	80046
508	0	80047	80234
509	0	80235	80360
510	0	80361	80560
511	0	80561	80756
512	0	80757	80869
513	0	80870	80947
514	0	80948	81069
515	0	81070	81201
516	0	81202	81312
517	0	81313	81380
518	0	81381	81544
519	0	81545	81774
520	0	81775	81974
521	0	81975	82205
522	0	82206	82450
523	0	82451	82625
524	0	82626	82767
525	0	82768	82969
526	0	82970	83125
527	0	83126	83243
528	0	83244	83323
529	0	83324	83578
530	0	83579	83721
531	0	83722	83906
532	0	83907	84151
533	0	84152	84351
534	0	84352	84448
535	0	84449	84605
536	0	84606	84834
537	0	84835	85004
538	0	85005	85130
539	0	85131	85242
540	0	85243	85342
541	0	85343	85543
542	0	85544	85694
543	0	85695	85771
544	0	85772	85855
545	0	85856	86007
546	0	86008	86336
547	0	86337	86507
548	0	86508	86729
549	0	86730	86894
550	0	86895	87042
551	0	87043	87135
552	0	87136	87271
553	0	87272	87352
554	0	87353	87476
555	0	87477	87635
556	0	87636	87864
557	0	87865	88107
558	0	88108	88292
559	0	88293	88390
560	0	88391	88596
561	0	88597	88676
562	0	88677	88871
563	0	88872	89057
564	0	89058	89175
565	0	89176	89310
566	0	89311	89513
567	0	89514	89597
568	0	89598	89808
569	0	89809	89963
570	0	89964	90109
571	0	90110	90279
572	0	90280	90384
573	0	90385	90472
574	0	90473	90552
575	0	90553	90863
576	0	90864	90990
577	0	90991	91234
578	0	91235	91409
579	0	91410	91560
580	0	91561	91796
581	0	91797	92853
